ensembl	uniprot	protein_name
ENSG00000101210	Q05639	EF1A2_HUMAN
ENSG00000101210	Q05639	A0A2U3TZH3_HUMAN
ENSG00000101210	A0A2U3TZH3	EF1A2_HUMAN
ENSG00000101210	A0A2U3TZH3	A0A2U3TZH3_HUMAN
ENSG00000101220	Q9GZN8	
ENSG00000101246	Q13795	ARFRP_HUMAN
ENSG00000101266	A0A2R8YD58	A0A2R8YD58_HUMAN
ENSG00000101266	A0A2R8YD58	E7EU96_HUMAN
ENSG00000101266	A0A2R8YD58	CSK21_HUMAN
ENSG00000101266	E7EU96	A0A2R8YD58_HUMAN
ENSG00000101266	E7EU96	E7EU96_HUMAN
ENSG00000101266	E7EU96	CSK21_HUMAN
ENSG00000101266	P68400	A0A2R8YD58_HUMAN
ENSG00000101266	P68400	E7EU96_HUMAN
ENSG00000101266	P68400	CSK21_HUMAN
ENSG00000101290	O95674	CDS2_HUMAN
ENSG00000101294	Q8TCT9	HM13_HUMAN
ENSG00000101294	Q8TCT9	A0A3B3IUB5_HUMAN
ENSG00000101294	A0A3B3IUB5	HM13_HUMAN
ENSG00000101294	A0A3B3IUB5	A0A3B3IUB5_HUMAN
ENSG00000101310	A0A2R8YFH5	A0A2R8YFH5_HUMAN
ENSG00000101310	A0A2R8YFH5	SC23B_HUMAN
ENSG00000101310	Q15437	A0A2R8YFH5_HUMAN
ENSG00000101310	Q15437	SC23B_HUMAN
ENSG00000101335	P24844	MYL9_HUMAN
ENSG00000101337	Q92544	TM9S4_HUMAN
ENSG00000101337	Q92544	A0A0C4DFM1_HUMAN
ENSG00000101337	A0A0C4DFM1	TM9S4_HUMAN
ENSG00000101337	A0A0C4DFM1	A0A0C4DFM1_HUMAN
ENSG00000101343	Q9BZJ0	CRNL1_HUMAN
ENSG00000101343	Q9BZJ0	Q5JY65_HUMAN
ENSG00000101343	Q5JY65	CRNL1_HUMAN
ENSG00000101343	Q5JY65	Q5JY65_HUMAN
ENSG00000101346	Q9H488	OFUT1_HUMAN
ENSG00000101347	Q9Y3Z3	SAMH1_HUMAN
ENSG00000101349	Q9P286	PAK5_HUMAN
ENSG00000101350	O15066	KIF3B_HUMAN
ENSG00000101361	O00567	NOP56_HUMAN
ENSG00000101363	Q9NQG1	MANBL_HUMAN
ENSG00000101365	A0A087WZN1	A0A087WZN1_HUMAN
ENSG00000101365	A0A087WZN1	IDH3B_HUMAN
ENSG00000101365	O43837	A0A087WZN1_HUMAN
ENSG00000101365	O43837	IDH3B_HUMAN
ENSG00000101367	Q15691	MARE1_HUMAN
ENSG00000101384	P78504	JAG1_HUMAN
ENSG00000101407	O43156	TTI1_HUMAN
ENSG00000101413	Q9NQG5	RPR1B_HUMAN
ENSG00000101421	Q9H444	CHM4B_HUMAN
ENSG00000101439	P01034	CYTC_HUMAN
ENSG00000101444	P23526	SAHH_HUMAN
ENSG00000101460	Q9H492	MLP3A_HUMAN
ENSG00000101464	Q9H490	PIGU_HUMAN
ENSG00000101473	E9PJN0	E9PJN0_HUMAN
ENSG00000101473	E9PJN0	ACOT8_HUMAN
ENSG00000101473	O14734	E9PJN0_HUMAN
ENSG00000101473	O14734	ACOT8_HUMAN
ENSG00000101474	Q9HDC9	APMAP_HUMAN
ENSG00000101557	R4GNB0	R4GNB0_HUMAN
ENSG00000101557	R4GNB0	UBP14_HUMAN
ENSG00000101557	P54578	R4GNB0_HUMAN
ENSG00000101557	P54578	UBP14_HUMAN
ENSG00000101558	Q9P0L0	VAPA_HUMAN
ENSG00000101596	A6NHR9	SMHD1_HUMAN
ENSG00000101608	J3QRS3	J3QRS3_HUMAN
ENSG00000101608	J3QRS3	ML12A_HUMAN
ENSG00000101608	P19105	J3QRS3_HUMAN
ENSG00000101608	P19105	ML12A_HUMAN
ENSG00000101654	O43148	MCES_HUMAN
ENSG00000101670	Q9Y5X9	
ENSG00000101680	P25391	LAMA1_HUMAN
ENSG00000101782	B4E1Q4	B4E1Q4_HUMAN
ENSG00000101782	B4E1Q4	RIOK3_HUMAN
ENSG00000101782	O14730	B4E1Q4_HUMAN
ENSG00000101782	O14730	RIOK3_HUMAN
ENSG00000101811	E7EWR4	E7EWR4_HUMAN
ENSG00000101811	E7EWR4	CSTF2_HUMAN
ENSG00000101811	P33240	E7EWR4_HUMAN
ENSG00000101811	P33240	CSTF2_HUMAN
ENSG00000101843	B1AJY7	B1AJY7_HUMAN
ENSG00000101843	B1AJY7	PSD10_HUMAN
ENSG00000101843	O75832	B1AJY7_HUMAN
ENSG00000101843	O75832	PSD10_HUMAN
ENSG00000101844	H7BYM2	H7BYM2_HUMAN
ENSG00000101844	H7BYM2	ATG4A_HUMAN
ENSG00000101844	Q8WYN0	H7BYM2_HUMAN
ENSG00000101844	Q8WYN0	ATG4A_HUMAN
ENSG00000101856	O00264	PGRC1_HUMAN
ENSG00000101868	P09884	DPOLA_HUMAN
ENSG00000101871	A0A6Q8PF94	A0A6Q8PF94_HUMAN
ENSG00000101871	A0A6Q8PF94	TRI18_HUMAN
ENSG00000101871	O15344	A0A6Q8PF94_HUMAN
ENSG00000101871	O15344	TRI18_HUMAN
ENSG00000101911	P11908	PRPS2_HUMAN
ENSG00000101940	Q9H1Z4	WDR13_HUMAN
ENSG00000101955	P78539	SRPX_HUMAN
ENSG00000101972	Q8N3U4	STAG2_HUMAN
ENSG00000101974	A0A067XG54	A0A067XG54_HUMAN
ENSG00000101986	P33897	ABCD1_HUMAN
ENSG00000101997	O60826	CCD22_HUMAN
ENSG00000102007	Q04941	PLP2_HUMAN
ENSG00000102010	P51813	BMX_HUMAN
ENSG00000102024	P13797	PLST_HUMAN
ENSG00000102030	P41227	NAA10_HUMAN
ENSG00000102032	P51606	RENBP_HUMAN
ENSG00000102032	P51606	A6NKZ2_HUMAN
ENSG00000102032	A6NKZ2	RENBP_HUMAN
ENSG00000102032	A6NKZ2	A6NKZ2_HUMAN
ENSG00000102038	B7ZLQ5	B7ZLQ5_HUMAN
ENSG00000102038	B7ZLQ5	SMCA1_HUMAN
ENSG00000102038	P28370	B7ZLQ5_HUMAN
ENSG00000102038	P28370	SMCA1_HUMAN
ENSG00000102054	Q16576	RBBP7_HUMAN
ENSG00000102081	Q06787	FMR1_HUMAN
ENSG00000102103	O60828	PQBP1_HUMAN
ENSG00000102119	P50402	EMD_HUMAN
ENSG00000102144	P00558	PGK1_HUMAN
ENSG00000102158	A0A087WU53	A0A087WU53_HUMAN
ENSG00000102158	A0A087WU53	MAGT1_HUMAN
ENSG00000102158	Q9H0U3	A0A087WU53_HUMAN
ENSG00000102158	Q9H0U3	MAGT1_HUMAN
ENSG00000102172	P52788	SPSY_HUMAN
ENSG00000102178	P11441	UBL4A_HUMAN
ENSG00000102181	Q8TCZ2	C99L2_HUMAN
ENSG00000102189	Q15075	EEA1_HUMAN
ENSG00000102218	O75695	XRP2_HUMAN
ENSG00000102225	Q00536	CDK16_HUMAN
ENSG00000102226	G5E9A6	G5E9A6_HUMAN
ENSG00000102226	G5E9A6	UBP11_HUMAN
ENSG00000102226	P51784	G5E9A6_HUMAN
ENSG00000102226	P51784	UBP11_HUMAN
ENSG00000102241	O43719	HTSF1_HUMAN
ENSG00000102265	P01033	TIMP1_HUMAN
ENSG00000102265	P01033	Q5H9A7_HUMAN
ENSG00000102265	P01033	H0Y789_HUMAN
ENSG00000102265	Q5H9A7	TIMP1_HUMAN
ENSG00000102265	Q5H9A7	Q5H9A7_HUMAN
ENSG00000102265	Q5H9A7	H0Y789_HUMAN
ENSG00000102265	H0Y789	TIMP1_HUMAN
ENSG00000102265	H0Y789	Q5H9A7_HUMAN
ENSG00000102265	H0Y789	H0Y789_HUMAN
ENSG00000102271	Q9C0H6	KLHL4_HUMAN
ENSG00000102309	Q9Y237	PIN4_HUMAN
ENSG00000102316	Q9UNF1	MAGD2_HUMAN
ENSG00000102317	P98179	RBM3_HUMAN
ENSG00000102362	Q96C24	SYTL4_HUMAN
ENSG00000102390	Q9BVG4	PBDC1_HUMAN
ENSG00000102393	P06280	AGAL_HUMAN
ENSG00000102401	Q9UH62	ARMX3_HUMAN
ENSG00000102531	Q9Y2H6	FND3A_HUMAN
ENSG00000102572	B4DR80	B4DR80_HUMAN
ENSG00000102572	B4DR80	STK24_HUMAN
ENSG00000102572	Q9Y6E0	B4DR80_HUMAN
ENSG00000102572	Q9Y6E0	STK24_HUMAN
ENSG00000102580	Q13217	DNJC3_HUMAN
ENSG00000102595	Q9NYU1	UGGG2_HUMAN
ENSG00000102606	A0A2R8YG42	A0A2R8YG42_HUMAN
ENSG00000102699	Q9UKK3	PARP4_HUMAN
ENSG00000102738	Q92665	RT31_HUMAN
ENSG00000102753	O00505	IMA4_HUMAN
ENSG00000102760	Q9H4X1	RGCC_HUMAN
ENSG00000102780	Q86XP1	DGKH_HUMAN
ENSG00000102781	Q9BW62	KATL1_HUMAN
ENSG00000102786	Q9UL03	INT6_HUMAN
ENSG00000102804	Q15714	T22D1_HUMAN
ENSG00000102805	A0A1B0GWI2	A0A1B0GWI2_HUMAN
ENSG00000102805	A0A1B0GWI2	CLN5_HUMAN
ENSG00000102805	O75503	A0A1B0GWI2_HUMAN
ENSG00000102805	O75503	CLN5_HUMAN
ENSG00000102858	K7EPJ5	K7EPJ5_HUMAN
ENSG00000102858	K7EPJ5	MGRN1_HUMAN
ENSG00000102858	O60291	K7EPJ5_HUMAN
ENSG00000102858	O60291	MGRN1_HUMAN
ENSG00000102871	Q15628	TRADD_HUMAN
ENSG00000102882	P27361	MK03_HUMAN
ENSG00000102898	P61970	NTF2_HUMAN
ENSG00000102900	Q8N1F7	NUP93_HUMAN
ENSG00000102931	Q9Y2Y0	AR2BP_HUMAN
ENSG00000102967	Q02127	PYRD_HUMAN
ENSG00000102974	P49711	CTCF_HUMAN
ENSG00000102974	P49711	A0A2R8Y595_HUMAN
ENSG00000102974	P49711	A0A2R8YFL0_HUMAN
ENSG00000102974	A0A2R8Y595	CTCF_HUMAN
ENSG00000102974	A0A2R8Y595	A0A2R8Y595_HUMAN
ENSG00000102974	A0A2R8Y595	A0A2R8YFL0_HUMAN
ENSG00000102974	A0A2R8YFL0	CTCF_HUMAN
ENSG00000102974	A0A2R8YFL0	A0A2R8Y595_HUMAN
ENSG00000102974	A0A2R8YFL0	A0A2R8YFL0_HUMAN
ENSG00000102978	P19387	RPB3_HUMAN
ENSG00000103018	O43169	CYB5B_HUMAN
ENSG00000103018	O43169	H3BUX2_HUMAN
ENSG00000103018	H3BUX2	CYB5B_HUMAN
ENSG00000103018	H3BUX2	H3BUX2_HUMAN
ENSG00000103024	Q13232	NDK3_HUMAN
ENSG00000103035	P51665	PSMD7_HUMAN
ENSG00000103042	Q9NVC3	S38A7_HUMAN
ENSG00000103043	Q08AM6	VAC14_HUMAN
ENSG00000103051	Q9H9E3	COG4_HUMAN
ENSG00000103051	Q9H9E3	J3KNI1_HUMAN
ENSG00000103051	J3KNI1	COG4_HUMAN
ENSG00000103051	J3KNI1	J3KNI1_HUMAN
ENSG00000103066	Q8NCC3	PAG15_HUMAN
ENSG00000103091	Q6PJI9	WDR59_HUMAN
ENSG00000103111	Q7L1V2	MON1B_HUMAN
ENSG00000103111	Q7L1V2	E7EW32_HUMAN
ENSG00000103111	E7EW32	MON1B_HUMAN
ENSG00000103111	E7EW32	E7EW32_HUMAN
ENSG00000103152	P29372	3MG_HUMAN
ENSG00000103160	Q3SXM5	HSDL1_HUMAN
ENSG00000103174	Q9UK23	NAGPA_HUMAN
ENSG00000103187	Q14019	COTL1_HUMAN
ENSG00000103194	Q14694	UBP10_HUMAN
ENSG00000103197	A0A2R8YGU4	A0A2R8YGU4_HUMAN
ENSG00000103197	A0A2R8YGU4	A0A2R8YDZ2_HUMAN
ENSG00000103197	A0A2R8YGU4	A0A2R8Y7C8_HUMAN
ENSG00000103197	A0A2R8YGU4	X5D2U8_HUMAN
ENSG00000103197	A0A2R8YGU4	A0A2R8Y7X5_HUMAN
ENSG00000103197	A0A2R8YGU4	A0A2R8Y5F1_HUMAN
ENSG00000103197	A0A2R8YGU4	A0A2R8YDR3_HUMAN
ENSG00000103197	A0A2R8YGU4	TSC2_HUMAN
ENSG00000103197	A0A2R8YGU4	H3BMQ0_HUMAN
ENSG00000103197	A0A2R8YGU4	A0A2R8YGD6_HUMAN
ENSG00000103197	A0A2R8YDZ2	A0A2R8YGU4_HUMAN
ENSG00000103197	A0A2R8YDZ2	A0A2R8YDZ2_HUMAN
ENSG00000103197	A0A2R8YDZ2	A0A2R8Y7C8_HUMAN
ENSG00000103197	A0A2R8YDZ2	X5D2U8_HUMAN
ENSG00000103197	A0A2R8YDZ2	A0A2R8Y7X5_HUMAN
ENSG00000103197	A0A2R8YDZ2	A0A2R8Y5F1_HUMAN
ENSG00000103197	A0A2R8YDZ2	A0A2R8YDR3_HUMAN
ENSG00000103197	A0A2R8YDZ2	TSC2_HUMAN
ENSG00000103197	A0A2R8YDZ2	H3BMQ0_HUMAN
ENSG00000103197	A0A2R8YDZ2	A0A2R8YGD6_HUMAN
ENSG00000103197	A0A2R8Y7C8	A0A2R8YGU4_HUMAN
ENSG00000103197	A0A2R8Y7C8	A0A2R8YDZ2_HUMAN
ENSG00000103197	A0A2R8Y7C8	A0A2R8Y7C8_HUMAN
ENSG00000103197	A0A2R8Y7C8	X5D2U8_HUMAN
ENSG00000103197	A0A2R8Y7C8	A0A2R8Y7X5_HUMAN
ENSG00000103197	A0A2R8Y7C8	A0A2R8Y5F1_HUMAN
ENSG00000103197	A0A2R8Y7C8	A0A2R8YDR3_HUMAN
ENSG00000103197	A0A2R8Y7C8	TSC2_HUMAN
ENSG00000103197	A0A2R8Y7C8	H3BMQ0_HUMAN
ENSG00000103197	A0A2R8Y7C8	A0A2R8YGD6_HUMAN
ENSG00000103197	X5D2U8	A0A2R8YGU4_HUMAN
ENSG00000103197	X5D2U8	A0A2R8YDZ2_HUMAN
ENSG00000103197	X5D2U8	A0A2R8Y7C8_HUMAN
ENSG00000103197	X5D2U8	X5D2U8_HUMAN
ENSG00000103197	X5D2U8	A0A2R8Y7X5_HUMAN
ENSG00000103197	X5D2U8	A0A2R8Y5F1_HUMAN
ENSG00000103197	X5D2U8	A0A2R8YDR3_HUMAN
ENSG00000103197	X5D2U8	TSC2_HUMAN
ENSG00000103197	X5D2U8	H3BMQ0_HUMAN
ENSG00000103197	X5D2U8	A0A2R8YGD6_HUMAN
ENSG00000103197	A0A2R8Y7X5	A0A2R8YGU4_HUMAN
ENSG00000103197	A0A2R8Y7X5	A0A2R8YDZ2_HUMAN
ENSG00000103197	A0A2R8Y7X5	A0A2R8Y7C8_HUMAN
ENSG00000103197	A0A2R8Y7X5	X5D2U8_HUMAN
ENSG00000103197	A0A2R8Y7X5	A0A2R8Y7X5_HUMAN
ENSG00000103197	A0A2R8Y7X5	A0A2R8Y5F1_HUMAN
ENSG00000103197	A0A2R8Y7X5	A0A2R8YDR3_HUMAN
ENSG00000103197	A0A2R8Y7X5	TSC2_HUMAN
ENSG00000103197	A0A2R8Y7X5	H3BMQ0_HUMAN
ENSG00000103197	A0A2R8Y7X5	A0A2R8YGD6_HUMAN
ENSG00000103197	A0A2R8Y5F1	A0A2R8YGU4_HUMAN
ENSG00000103197	A0A2R8Y5F1	A0A2R8YDZ2_HUMAN
ENSG00000103197	A0A2R8Y5F1	A0A2R8Y7C8_HUMAN
ENSG00000103197	A0A2R8Y5F1	X5D2U8_HUMAN
ENSG00000103197	A0A2R8Y5F1	A0A2R8Y7X5_HUMAN
ENSG00000103197	A0A2R8Y5F1	A0A2R8Y5F1_HUMAN
ENSG00000103197	A0A2R8Y5F1	A0A2R8YDR3_HUMAN
ENSG00000103197	A0A2R8Y5F1	TSC2_HUMAN
ENSG00000103197	A0A2R8Y5F1	H3BMQ0_HUMAN
ENSG00000103197	A0A2R8Y5F1	A0A2R8YGD6_HUMAN
ENSG00000103197	A0A2R8YDR3	A0A2R8YGU4_HUMAN
ENSG00000103197	A0A2R8YDR3	A0A2R8YDZ2_HUMAN
ENSG00000103197	A0A2R8YDR3	A0A2R8Y7C8_HUMAN
ENSG00000103197	A0A2R8YDR3	X5D2U8_HUMAN
ENSG00000103197	A0A2R8YDR3	A0A2R8Y7X5_HUMAN
ENSG00000103197	A0A2R8YDR3	A0A2R8Y5F1_HUMAN
ENSG00000103197	A0A2R8YDR3	A0A2R8YDR3_HUMAN
ENSG00000103197	A0A2R8YDR3	TSC2_HUMAN
ENSG00000103197	A0A2R8YDR3	H3BMQ0_HUMAN
ENSG00000103197	A0A2R8YDR3	A0A2R8YGD6_HUMAN
ENSG00000103197	P49815	A0A2R8YGU4_HUMAN
ENSG00000103197	P49815	A0A2R8YDZ2_HUMAN
ENSG00000103197	P49815	A0A2R8Y7C8_HUMAN
ENSG00000103197	P49815	X5D2U8_HUMAN
ENSG00000103197	P49815	A0A2R8Y7X5_HUMAN
ENSG00000103197	P49815	A0A2R8Y5F1_HUMAN
ENSG00000103197	P49815	A0A2R8YDR3_HUMAN
ENSG00000103197	P49815	TSC2_HUMAN
ENSG00000103197	P49815	H3BMQ0_HUMAN
ENSG00000103197	P49815	A0A2R8YGD6_HUMAN
ENSG00000103197	H3BMQ0	A0A2R8YGU4_HUMAN
ENSG00000103197	H3BMQ0	A0A2R8YDZ2_HUMAN
ENSG00000103197	H3BMQ0	A0A2R8Y7C8_HUMAN
ENSG00000103197	H3BMQ0	X5D2U8_HUMAN
ENSG00000103197	H3BMQ0	A0A2R8Y7X5_HUMAN
ENSG00000103197	H3BMQ0	A0A2R8Y5F1_HUMAN
ENSG00000103197	H3BMQ0	A0A2R8YDR3_HUMAN
ENSG00000103197	H3BMQ0	TSC2_HUMAN
ENSG00000103197	H3BMQ0	H3BMQ0_HUMAN
ENSG00000103197	H3BMQ0	A0A2R8YGD6_HUMAN
ENSG00000103197	A0A2R8YGD6	A0A2R8YGU4_HUMAN
ENSG00000103197	A0A2R8YGD6	A0A2R8YDZ2_HUMAN
ENSG00000103197	A0A2R8YGD6	A0A2R8Y7C8_HUMAN
ENSG00000103197	A0A2R8YGD6	X5D2U8_HUMAN
ENSG00000103197	A0A2R8YGD6	A0A2R8Y7X5_HUMAN
ENSG00000103197	A0A2R8YGD6	A0A2R8Y5F1_HUMAN
ENSG00000103197	A0A2R8YGD6	A0A2R8YDR3_HUMAN
ENSG00000103197	A0A2R8YGD6	TSC2_HUMAN
ENSG00000103197	A0A2R8YGD6	H3BMQ0_HUMAN
ENSG00000103197	A0A2R8YGD6	A0A2R8YGD6_HUMAN
ENSG00000103202	Q4TT34	Q4TT34_HUMAN
ENSG00000103202	Q4TT34	F2Z2X0_HUMAN
ENSG00000103202	Q4TT34	NDKM_HUMAN
ENSG00000103202	Q4TT34	A0A087WVT9_HUMAN
ENSG00000103202	F2Z2X0	Q4TT34_HUMAN
ENSG00000103202	F2Z2X0	F2Z2X0_HUMAN
ENSG00000103202	F2Z2X0	NDKM_HUMAN
ENSG00000103202	F2Z2X0	A0A087WVT9_HUMAN
ENSG00000103202	O00746	Q4TT34_HUMAN
ENSG00000103202	O00746	F2Z2X0_HUMAN
ENSG00000103202	O00746	NDKM_HUMAN
ENSG00000103202	O00746	A0A087WVT9_HUMAN
ENSG00000103202	A0A087WVT9	Q4TT34_HUMAN
ENSG00000103202	A0A087WVT9	F2Z2X0_HUMAN
ENSG00000103202	A0A087WVT9	NDKM_HUMAN
ENSG00000103202	A0A087WVT9	A0A087WVT9_HUMAN
ENSG00000103222	P33527	MRP1_HUMAN
ENSG00000103249	P51798	CLCN7_HUMAN
ENSG00000103257	Q01650	LAT1_HUMAN
ENSG00000103266	Q9UNE7	CHIP_HUMAN
ENSG00000103274	P53384	NUBP1_HUMAN
ENSG00000103275	H3BQQ9	H3BQQ9_HUMAN
ENSG00000103319	O00418	EF2K_HUMAN
ENSG00000103335	Q92508	PIEZ1_HUMAN
ENSG00000103342	P15170	ERF3A_HUMAN
ENSG00000103353	H3BRL3	H3BRL3_HUMAN
ENSG00000103353	H3BRL3	UBFD1_HUMAN
ENSG00000103353	O14562	H3BRL3_HUMAN
ENSG00000103353	O14562	UBFD1_HUMAN
ENSG00000103356	Q5JPH6	SYEM_HUMAN
ENSG00000103356	Q5JPH6	H3BTB7_HUMAN
ENSG00000103356	H3BTB7	SYEM_HUMAN
ENSG00000103356	H3BTB7	H3BTB7_HUMAN
ENSG00000103363	Q15370	ELOB_HUMAN
ENSG00000103365	Q9UJY4	GGA2_HUMAN
ENSG00000103381	Q9BRF8	CPPED_HUMAN
ENSG00000103415	A0A087WT44	A0A087WT44_HUMAN
ENSG00000103415	A0A087WT44	HMOX2_HUMAN
ENSG00000103415	P30519	A0A087WT44_HUMAN
ENSG00000103415	P30519	HMOX2_HUMAN
ENSG00000103423	Q96EY1	DNJA3_HUMAN
ENSG00000103426	A0A0A6YYL4	A0A0A6YYL4_HUMAN
ENSG00000103490	Q9ULZ3	ASC_HUMAN
ENSG00000103496	Q12846	STX4_HUMAN
ENSG00000103502	O14735	CDIPT_HUMAN
ENSG00000103502	O14735	B3KY94_HUMAN
ENSG00000103502	B3KY94	CDIPT_HUMAN
ENSG00000103502	B3KY94	B3KY94_HUMAN
ENSG00000103507	O14874	BCKD_HUMAN
ENSG00000103512	Q15155	NOMO1_HUMAN
ENSG00000103544	F5H7K1	F5H7K1_HUMAN
ENSG00000103544	F5H7K1	H3BV68_HUMAN
ENSG00000103544	H3BV68	F5H7K1_HUMAN
ENSG00000103544	H3BV68	H3BV68_HUMAN
ENSG00000103591	Q6PD74	AAGAB_HUMAN
ENSG00000103642	P83111	LACTB_HUMAN
ENSG00000103653	P41240	CSK_HUMAN
ENSG00000103671	Q15650	TRIP4_HUMAN
ENSG00000103723	A0A590UKC4	A0A590UKC4_HUMAN
ENSG00000103723	A0A590UKC4	A0A5F9UJV3_HUMAN
ENSG00000103723	A0A590UKC4	AP3B2_HUMAN
ENSG00000103723	A0A590UKC4	A0A590UJ60_HUMAN
ENSG00000103723	A0A590UKC4	A0A2R8Y2A8_HUMAN
ENSG00000103723	A0A5F9UJV3	A0A590UKC4_HUMAN
ENSG00000103723	A0A5F9UJV3	A0A5F9UJV3_HUMAN
ENSG00000103723	A0A5F9UJV3	AP3B2_HUMAN
ENSG00000103723	A0A5F9UJV3	A0A590UJ60_HUMAN
ENSG00000103723	A0A5F9UJV3	A0A2R8Y2A8_HUMAN
ENSG00000103723	Q13367	A0A590UKC4_HUMAN
ENSG00000103723	Q13367	A0A5F9UJV3_HUMAN
ENSG00000103723	Q13367	AP3B2_HUMAN
ENSG00000103723	Q13367	A0A590UJ60_HUMAN
ENSG00000103723	Q13367	A0A2R8Y2A8_HUMAN
ENSG00000103723	A0A590UJ60	A0A590UKC4_HUMAN
ENSG00000103723	A0A590UJ60	A0A5F9UJV3_HUMAN
ENSG00000103723	A0A590UJ60	AP3B2_HUMAN
ENSG00000103723	A0A590UJ60	A0A590UJ60_HUMAN
ENSG00000103723	A0A590UJ60	A0A2R8Y2A8_HUMAN
ENSG00000103723	A0A2R8Y2A8	A0A590UKC4_HUMAN
ENSG00000103723	A0A2R8Y2A8	A0A5F9UJV3_HUMAN
ENSG00000103723	A0A2R8Y2A8	AP3B2_HUMAN
ENSG00000103723	A0A2R8Y2A8	A0A590UJ60_HUMAN
ENSG00000103723	A0A2R8Y2A8	A0A2R8Y2A8_HUMAN
ENSG00000103811	A0A7I2V3E8	A0A7I2V3E8_HUMAN
ENSG00000103855	A0A0C4DGH0	A0A0C4DGH0_HUMAN
ENSG00000103855	A0A0C4DGH0	CD276_HUMAN
ENSG00000103855	Q5ZPR3	A0A0C4DGH0_HUMAN
ENSG00000103855	Q5ZPR3	CD276_HUMAN
ENSG00000103876	P16930	FAAA_HUMAN
ENSG00000103932	Q9BWH6	RPAP1_HUMAN
ENSG00000103966	Q9H223	EHD4_HUMAN
ENSG00000103978	Q8NBN3	TM87A_HUMAN
ENSG00000104064	F5H7I4	F5H7I4_HUMAN
ENSG00000104064	F5H7I4	GABP1_HUMAN
ENSG00000104064	Q06547	F5H7I4_HUMAN
ENSG00000104064	Q06547	GABP1_HUMAN
ENSG00000104067	Q07157	ZO1_HUMAN
ENSG00000104067	Q07157	A0A087X0K9_HUMAN
ENSG00000104067	Q07157	G5E9E7_HUMAN
ENSG00000104067	Q07157	A0A7I2V5U5_HUMAN
ENSG00000104067	A0A087X0K9	ZO1_HUMAN
ENSG00000104067	A0A087X0K9	A0A087X0K9_HUMAN
ENSG00000104067	A0A087X0K9	G5E9E7_HUMAN
ENSG00000104067	A0A087X0K9	A0A7I2V5U5_HUMAN
ENSG00000104067	G5E9E7	ZO1_HUMAN
ENSG00000104067	G5E9E7	A0A087X0K9_HUMAN
ENSG00000104067	G5E9E7	G5E9E7_HUMAN
ENSG00000104067	G5E9E7	A0A7I2V5U5_HUMAN
ENSG00000104067	A0A7I2V5U5	ZO1_HUMAN
ENSG00000104067	A0A7I2V5U5	A0A087X0K9_HUMAN
ENSG00000104067	A0A7I2V5U5	G5E9E7_HUMAN
ENSG00000104067	A0A7I2V5U5	A0A7I2V5U5_HUMAN
ENSG00000104129	Q9NVM6	DJC17_HUMAN
ENSG00000104131	O75822	EIF3J_HUMAN
ENSG00000104131	O75822	H0YGJ7_HUMAN
ENSG00000104131	H0YGJ7	EIF3J_HUMAN
ENSG00000104131	H0YGJ7	H0YGJ7_HUMAN
ENSG00000104142	Q9P253	VPS18_HUMAN
ENSG00000104177	A0A0A0MQW0	A0A0A0MQW0_HUMAN
ENSG00000104177	A0A0A0MQW0	A0A0A0MR39_HUMAN
ENSG00000104177	A0A0A0MQW0	MYEF2_HUMAN
ENSG00000104177	A0A0A0MR39	A0A0A0MQW0_HUMAN
ENSG00000104177	A0A0A0MR39	A0A0A0MR39_HUMAN
ENSG00000104177	A0A0A0MR39	MYEF2_HUMAN
ENSG00000104177	Q9P2K5	A0A0A0MQW0_HUMAN
ENSG00000104177	Q9P2K5	A0A0A0MR39_HUMAN
ENSG00000104177	Q9P2K5	MYEF2_HUMAN
ENSG00000104205	Q96BR1	SGK3_HUMAN
ENSG00000104231	Q8TCF1	ZFAN1_HUMAN
ENSG00000104267	P00918	CAH2_HUMAN
ENSG00000104299	Q9NV88	INT9_HUMAN
ENSG00000104312	O43353	RIPK2_HUMAN
ENSG00000104320	O60934	NBN_HUMAN
ENSG00000104325	Q16698	DECR_HUMAN
ENSG00000104331	Q9NX62	IMPA3_HUMAN
ENSG00000104356	Q99575	POP1_HUMAN
ENSG00000104365	O14920	IKKB_HUMAN
ENSG00000104368	A0A7I2YQ93	A0A7I2YQ93_HUMAN
ENSG00000104368	A0A7I2YQ93	TPA_HUMAN
ENSG00000104368	P00750	A0A7I2YQ93_HUMAN
ENSG00000104368	P00750	TPA_HUMAN
ENSG00000104375	Q13188	STK3_HUMAN
ENSG00000104388	P61019	RAB2A_HUMAN
ENSG00000104408	A0A7I2V3I0	A0A7I2V3I0_HUMAN
ENSG00000104408	A0A7I2V3I0	A0A7I2V3S3_HUMAN
ENSG00000104408	A0A7I2V3I0	EIF3E_HUMAN
ENSG00000104408	A0A7I2V3S3	A0A7I2V3I0_HUMAN
ENSG00000104408	A0A7I2V3S3	A0A7I2V3S3_HUMAN
ENSG00000104408	A0A7I2V3S3	EIF3E_HUMAN
ENSG00000104408	P60228	A0A7I2V3I0_HUMAN
ENSG00000104408	P60228	A0A7I2V3S3_HUMAN
ENSG00000104408	P60228	EIF3E_HUMAN
ENSG00000104412	Q15006	EMC2_HUMAN
ENSG00000104419	Q92597	NDRG1_HUMAN
ENSG00000104427	Q96GY0	ZC21A_HUMAN
ENSG00000104442	Q9NVT9	ARMC1_HUMAN
ENSG00000104450	Q07617	SPAG1_HUMAN
