ensembl	uniprot	protein_name
ENSG00000000003	O43657	TSN6_HUMAN
ENSG00000000419	O60762	DPM1_HUMAN
ENSG00000000419	O60762	Q5QPK2_HUMAN
ENSG00000000419	O60762	H0Y368_HUMAN
ENSG00000000419	Q5QPK2	DPM1_HUMAN
ENSG00000000419	Q5QPK2	Q5QPK2_HUMAN
ENSG00000000419	Q5QPK2	H0Y368_HUMAN
ENSG00000000419	H0Y368	DPM1_HUMAN
ENSG00000000419	H0Y368	Q5QPK2_HUMAN
ENSG00000000419	H0Y368	H0Y368_HUMAN
ENSG00000001084	P48506	GSH1_HUMAN
ENSG00000001497	Q9Y4W2	LAS1L_HUMAN
ENSG00000001630	Q16850	CP51A_HUMAN
ENSG00000002330	Q92934	BAD_HUMAN
ENSG00000002549	P28838	AMPL_HUMAN
ENSG00000002586	A0A096LP69	A0A096LP69_HUMAN
ENSG00000002586	A0A096LP69	CD99_HUMAN
ENSG00000002586	P14209	A0A096LP69_HUMAN
ENSG00000002586	P14209	CD99_HUMAN
ENSG00000002822	Q9Y6D9	MD1L1_HUMAN
ENSG00000002834	Q14847	LASP1_HUMAN
ENSG00000002834	Q14847	J3KSN1_HUMAN
ENSG00000002834	J3KSN1	LASP1_HUMAN
ENSG00000002834	J3KSN1	J3KSN1_HUMAN
ENSG00000003056	P20645	MPRD_HUMAN
ENSG00000003147	E7ENI6	E7ENI6_HUMAN
ENSG00000003393	A0A7P0Z4J9	A0A7P0Z4J9_HUMAN
ENSG00000003393	A0A7P0Z4J9	A0A7P0T8R1_HUMAN
ENSG00000003393	A0A7P0Z4J9	A0A7P0T9U5_HUMAN
ENSG00000003393	A0A7P0Z4J9	A0A7P0Z4F3_HUMAN
ENSG00000003393	A0A7P0Z4J9	A0A7P0T9R1_HUMAN
ENSG00000003393	A0A7P0Z4J9	A0A7P0T980_HUMAN
ENSG00000003393	A0A7P0Z4J9	A0A7P0Z4M6_HUMAN
ENSG00000003393	A0A7P0Z4J9	A0A7P0T9V4_HUMAN
ENSG00000003393	A0A7P0Z4J9	ALS2_HUMAN
ENSG00000003393	A0A7P0Z4J9	A0A7P0T8F3_HUMAN
ENSG00000003393	A0A7P0T8R1	A0A7P0Z4J9_HUMAN
ENSG00000003393	A0A7P0T8R1	A0A7P0T8R1_HUMAN
ENSG00000003393	A0A7P0T8R1	A0A7P0T9U5_HUMAN
ENSG00000003393	A0A7P0T8R1	A0A7P0Z4F3_HUMAN
ENSG00000003393	A0A7P0T8R1	A0A7P0T9R1_HUMAN
ENSG00000003393	A0A7P0T8R1	A0A7P0T980_HUMAN
ENSG00000003393	A0A7P0T8R1	A0A7P0Z4M6_HUMAN
ENSG00000003393	A0A7P0T8R1	A0A7P0T9V4_HUMAN
ENSG00000003393	A0A7P0T8R1	ALS2_HUMAN
ENSG00000003393	A0A7P0T8R1	A0A7P0T8F3_HUMAN
ENSG00000003393	A0A7P0T9U5	A0A7P0Z4J9_HUMAN
ENSG00000003393	A0A7P0T9U5	A0A7P0T8R1_HUMAN
ENSG00000003393	A0A7P0T9U5	A0A7P0T9U5_HUMAN
ENSG00000003393	A0A7P0T9U5	A0A7P0Z4F3_HUMAN
ENSG00000003393	A0A7P0T9U5	A0A7P0T9R1_HUMAN
ENSG00000003393	A0A7P0T9U5	A0A7P0T980_HUMAN
ENSG00000003393	A0A7P0T9U5	A0A7P0Z4M6_HUMAN
ENSG00000003393	A0A7P0T9U5	A0A7P0T9V4_HUMAN
ENSG00000003393	A0A7P0T9U5	ALS2_HUMAN
ENSG00000003393	A0A7P0T9U5	A0A7P0T8F3_HUMAN
ENSG00000003393	A0A7P0Z4F3	A0A7P0Z4J9_HUMAN
ENSG00000003393	A0A7P0Z4F3	A0A7P0T8R1_HUMAN
ENSG00000003393	A0A7P0Z4F3	A0A7P0T9U5_HUMAN
ENSG00000003393	A0A7P0Z4F3	A0A7P0Z4F3_HUMAN
ENSG00000003393	A0A7P0Z4F3	A0A7P0T9R1_HUMAN
ENSG00000003393	A0A7P0Z4F3	A0A7P0T980_HUMAN
ENSG00000003393	A0A7P0Z4F3	A0A7P0Z4M6_HUMAN
ENSG00000003393	A0A7P0Z4F3	A0A7P0T9V4_HUMAN
ENSG00000003393	A0A7P0Z4F3	ALS2_HUMAN
ENSG00000003393	A0A7P0Z4F3	A0A7P0T8F3_HUMAN
ENSG00000003393	A0A7P0T9R1	A0A7P0Z4J9_HUMAN
ENSG00000003393	A0A7P0T9R1	A0A7P0T8R1_HUMAN
ENSG00000003393	A0A7P0T9R1	A0A7P0T9U5_HUMAN
ENSG00000003393	A0A7P0T9R1	A0A7P0Z4F3_HUMAN
ENSG00000003393	A0A7P0T9R1	A0A7P0T9R1_HUMAN
ENSG00000003393	A0A7P0T9R1	A0A7P0T980_HUMAN
ENSG00000003393	A0A7P0T9R1	A0A7P0Z4M6_HUMAN
ENSG00000003393	A0A7P0T9R1	A0A7P0T9V4_HUMAN
ENSG00000003393	A0A7P0T9R1	ALS2_HUMAN
ENSG00000003393	A0A7P0T9R1	A0A7P0T8F3_HUMAN
ENSG00000003393	A0A7P0T980	A0A7P0Z4J9_HUMAN
ENSG00000003393	A0A7P0T980	A0A7P0T8R1_HUMAN
ENSG00000003393	A0A7P0T980	A0A7P0T9U5_HUMAN
ENSG00000003393	A0A7P0T980	A0A7P0Z4F3_HUMAN
ENSG00000003393	A0A7P0T980	A0A7P0T9R1_HUMAN
ENSG00000003393	A0A7P0T980	A0A7P0T980_HUMAN
ENSG00000003393	A0A7P0T980	A0A7P0Z4M6_HUMAN
ENSG00000003393	A0A7P0T980	A0A7P0T9V4_HUMAN
ENSG00000003393	A0A7P0T980	ALS2_HUMAN
ENSG00000003393	A0A7P0T980	A0A7P0T8F3_HUMAN
ENSG00000003393	A0A7P0Z4M6	A0A7P0Z4J9_HUMAN
ENSG00000003393	A0A7P0Z4M6	A0A7P0T8R1_HUMAN
ENSG00000003393	A0A7P0Z4M6	A0A7P0T9U5_HUMAN
ENSG00000003393	A0A7P0Z4M6	A0A7P0Z4F3_HUMAN
ENSG00000003393	A0A7P0Z4M6	A0A7P0T9R1_HUMAN
ENSG00000003393	A0A7P0Z4M6	A0A7P0T980_HUMAN
ENSG00000003393	A0A7P0Z4M6	A0A7P0Z4M6_HUMAN
ENSG00000003393	A0A7P0Z4M6	A0A7P0T9V4_HUMAN
ENSG00000003393	A0A7P0Z4M6	ALS2_HUMAN
ENSG00000003393	A0A7P0Z4M6	A0A7P0T8F3_HUMAN
ENSG00000003393	A0A7P0T9V4	A0A7P0Z4J9_HUMAN
ENSG00000003393	A0A7P0T9V4	A0A7P0T8R1_HUMAN
ENSG00000003393	A0A7P0T9V4	A0A7P0T9U5_HUMAN
ENSG00000003393	A0A7P0T9V4	A0A7P0Z4F3_HUMAN
ENSG00000003393	A0A7P0T9V4	A0A7P0T9R1_HUMAN
ENSG00000003393	A0A7P0T9V4	A0A7P0T980_HUMAN
ENSG00000003393	A0A7P0T9V4	A0A7P0Z4M6_HUMAN
ENSG00000003393	A0A7P0T9V4	A0A7P0T9V4_HUMAN
ENSG00000003393	A0A7P0T9V4	ALS2_HUMAN
ENSG00000003393	A0A7P0T9V4	A0A7P0T8F3_HUMAN
ENSG00000003393	Q96Q42	A0A7P0Z4J9_HUMAN
ENSG00000003393	Q96Q42	A0A7P0T8R1_HUMAN
ENSG00000003393	Q96Q42	A0A7P0T9U5_HUMAN
ENSG00000003393	Q96Q42	A0A7P0Z4F3_HUMAN
ENSG00000003393	Q96Q42	A0A7P0T9R1_HUMAN
ENSG00000003393	Q96Q42	A0A7P0T980_HUMAN
ENSG00000003393	Q96Q42	A0A7P0Z4M6_HUMAN
ENSG00000003393	Q96Q42	A0A7P0T9V4_HUMAN
ENSG00000003393	Q96Q42	ALS2_HUMAN
ENSG00000003393	Q96Q42	A0A7P0T8F3_HUMAN
ENSG00000003393	A0A7P0T8F3	A0A7P0Z4J9_HUMAN
ENSG00000003393	A0A7P0T8F3	A0A7P0T8R1_HUMAN
ENSG00000003393	A0A7P0T8F3	A0A7P0T9U5_HUMAN
ENSG00000003393	A0A7P0T8F3	A0A7P0Z4F3_HUMAN
ENSG00000003393	A0A7P0T8F3	A0A7P0T9R1_HUMAN
ENSG00000003393	A0A7P0T8F3	A0A7P0T980_HUMAN
ENSG00000003393	A0A7P0T8F3	A0A7P0Z4M6_HUMAN
ENSG00000003393	A0A7P0T8F3	A0A7P0T9V4_HUMAN
ENSG00000003393	A0A7P0T8F3	ALS2_HUMAN
ENSG00000003393	A0A7P0T8F3	A0A7P0T8F3_HUMAN
ENSG00000003400	Q92851	CASPA_HUMAN
ENSG00000003436	P10646	TFPI1_HUMAN
ENSG00000003509	Q7L592	NDUF7_HUMAN
ENSG00000003756	P52756	RBM5_HUMAN
ENSG00000003989	P52569	CTR2_HUMAN
ENSG00000003989	P52569	A0A1W2PR06_HUMAN
ENSG00000003989	A0A1W2PR06	CTR2_HUMAN
ENSG00000003989	A0A1W2PR06	A0A1W2PR06_HUMAN
ENSG00000004059	P84085	ARF5_HUMAN
ENSG00000004142	Q9Y2S7	PDIP2_HUMAN
ENSG00000004399	Q9Y4D7	PLXD1_HUMAN
ENSG00000004455	P54819	KAD2_HUMAN
ENSG00000004455	P54819	F8W1A4_HUMAN
ENSG00000004455	F8W1A4	KAD2_HUMAN
ENSG00000004455	F8W1A4	F8W1A4_HUMAN
ENSG00000004478	Q02790	FKBP4_HUMAN
ENSG00000004487	O60341	KDM1A_HUMAN
ENSG00000004700	P46063	RECQ1_HUMAN
ENSG00000004766	Q96JG6	VPS50_HUMAN
ENSG00000004776	O14558	HSPB6_HUMAN
ENSG00000004776	O14558	A0A1X7SC65_HUMAN
ENSG00000004776	A0A1X7SC65	HSPB6_HUMAN
ENSG00000004776	A0A1X7SC65	A0A1X7SC65_HUMAN
ENSG00000004779	O14561	ACPM_HUMAN
ENSG00000004864	Q9UJS0	
ENSG00000004897	G5EA36	G5EA36_HUMAN
ENSG00000004897	G5EA36	CDC27_HUMAN
ENSG00000004897	P30260	G5EA36_HUMAN
ENSG00000004897	P30260	CDC27_HUMAN
ENSG00000004961	P53701	CCHL_HUMAN
ENSG00000004975	I3L2N2	I3L2N2_HUMAN
ENSG00000004975	I3L2N2	I3L2W9_HUMAN
ENSG00000004975	I3L2N2	DVL2_HUMAN
ENSG00000004975	I3L2W9	I3L2N2_HUMAN
ENSG00000004975	I3L2W9	I3L2W9_HUMAN
ENSG00000004975	I3L2W9	DVL2_HUMAN
ENSG00000004975	O14641	I3L2N2_HUMAN
ENSG00000004975	O14641	I3L2W9_HUMAN
ENSG00000004975	O14641	DVL2_HUMAN
ENSG00000005007	Q92900	RENT1_HUMAN
ENSG00000005022	P05141	ADT2_HUMAN
ENSG00000005156	P49916	DNLI3_HUMAN
ENSG00000005175	Q9H6T3	RPAP3_HUMAN
ENSG00000005194	Q6FI81	CPIN1_HUMAN
ENSG00000005206	Q8TCT7	SPP2B_HUMAN
ENSG00000005243	Q9P299	COPZ2_HUMAN
ENSG00000005249	P31323	KAP3_HUMAN
ENSG00000005339	Q92793	CBP_HUMAN
ENSG00000005448	Q9H977	WDR54_HUMAN
ENSG00000005469	Q9UKG9	OCTC_HUMAN
ENSG00000005469	Q9UKG9	C9J3D7_HUMAN
ENSG00000005469	C9J3D7	OCTC_HUMAN
ENSG00000005469	C9J3D7	C9J3D7_HUMAN
ENSG00000005486	Q9UDT1	Q9UDT1_HUMAN
ENSG00000005486	Q9UDT1	RHBD2_HUMAN
ENSG00000005486	Q6NTF9	Q9UDT1_HUMAN
ENSG00000005486	Q6NTF9	RHBD2_HUMAN
ENSG00000005810	A0A804HJ25	A0A804HJ25_HUMAN
ENSG00000005810	A0A804HJ25	A0A804HIR9_HUMAN
ENSG00000005810	A0A804HJ25	A0A804HKQ1_HUMAN
ENSG00000005810	A0A804HJ25	A0A804HL12_HUMAN
ENSG00000005810	A0A804HJ25	A0A499FJI4_HUMAN
ENSG00000005810	A0A804HJ25	MYCB2_HUMAN
ENSG00000005810	A0A804HIR9	A0A804HJ25_HUMAN
ENSG00000005810	A0A804HIR9	A0A804HIR9_HUMAN
ENSG00000005810	A0A804HIR9	A0A804HKQ1_HUMAN
ENSG00000005810	A0A804HIR9	A0A804HL12_HUMAN
ENSG00000005810	A0A804HIR9	A0A499FJI4_HUMAN
ENSG00000005810	A0A804HIR9	MYCB2_HUMAN
ENSG00000005810	A0A804HKQ1	A0A804HJ25_HUMAN
ENSG00000005810	A0A804HKQ1	A0A804HIR9_HUMAN
ENSG00000005810	A0A804HKQ1	A0A804HKQ1_HUMAN
ENSG00000005810	A0A804HKQ1	A0A804HL12_HUMAN
ENSG00000005810	A0A804HKQ1	A0A499FJI4_HUMAN
ENSG00000005810	A0A804HKQ1	MYCB2_HUMAN
ENSG00000005810	A0A804HL12	A0A804HJ25_HUMAN
ENSG00000005810	A0A804HL12	A0A804HIR9_HUMAN
ENSG00000005810	A0A804HL12	A0A804HKQ1_HUMAN
ENSG00000005810	A0A804HL12	A0A804HL12_HUMAN
ENSG00000005810	A0A804HL12	A0A499FJI4_HUMAN
ENSG00000005810	A0A804HL12	MYCB2_HUMAN
ENSG00000005810	A0A499FJI4	A0A804HJ25_HUMAN
ENSG00000005810	A0A499FJI4	A0A804HIR9_HUMAN
ENSG00000005810	A0A499FJI4	A0A804HKQ1_HUMAN
ENSG00000005810	A0A499FJI4	A0A804HL12_HUMAN
ENSG00000005810	A0A499FJI4	A0A499FJI4_HUMAN
ENSG00000005810	A0A499FJI4	MYCB2_HUMAN
ENSG00000005810	O75592	A0A804HJ25_HUMAN
ENSG00000005810	O75592	A0A804HIR9_HUMAN
ENSG00000005810	O75592	A0A804HKQ1_HUMAN
ENSG00000005810	O75592	A0A804HL12_HUMAN
ENSG00000005810	O75592	A0A499FJI4_HUMAN
ENSG00000005810	O75592	MYCB2_HUMAN
ENSG00000005884	P26006	ITA3_HUMAN
ENSG00000005893	P13473	LAMP2_HUMAN
ENSG00000006118	Q24JP5	T132A_HUMAN
ENSG00000006125	P63010	AP2B1_HUMAN
ENSG00000006282	A0A0U1RRL8	A0A0U1RRL8_HUMAN
ENSG00000006282	A0A0U1RRL8	SPT20_HUMAN
ENSG00000006282	Q8TB22	A0A0U1RRL8_HUMAN
ENSG00000006282	Q8TB22	SPT20_HUMAN
ENSG00000006327	Q9NP84	TNR12_HUMAN
ENSG00000006451	P11233	RALA_HUMAN
ENSG00000006530	Q53H12	AGK_HUMAN
ENSG00000006625	O75223	GGCT_HUMAN
ENSG00000006712	Q8N7H5	PAF1_HUMAN
ENSG00000006715	P49754	VPS41_HUMAN
ENSG00000006744	Q9BQ52	RNZ2_HUMAN
ENSG00000006747	Q9Y6U3	
ENSG00000006788	Q9UKX3	MYH13_HUMAN
ENSG00000007080	Q96CT7	CC124_HUMAN
ENSG00000007168	P43034	LIS1_HUMAN
ENSG00000007174	Q9NYC9	DYH9_HUMAN
ENSG00000007392	Q9NQ29	LUC7L_HUMAN
ENSG00000007923	Q9NVH1	DJC11_HUMAN
ENSG00000008018	P20618	PSB1_HUMAN
ENSG00000008130	O95544	NADK_HUMAN
ENSG00000008282	Q16563	SYPL1_HUMAN
ENSG00000008294	O60271	JIP4_HUMAN
ENSG00000008311	Q9UDR5	AASS_HUMAN
ENSG00000008394	P10620	MGST1_HUMAN
ENSG00000008517	P24001	IL32_HUMAN
ENSG00000008517	P24001	F8W1V1_HUMAN
ENSG00000008517	F8W1V1	IL32_HUMAN
ENSG00000008517	F8W1V1	F8W1V1_HUMAN
ENSG00000008838	A0A0B4J1W0	A0A0B4J1W0_HUMAN
ENSG00000008838	A0A0B4J1W0	MED24_HUMAN
ENSG00000008838	O75448	A0A0B4J1W0_HUMAN
ENSG00000008838	O75448	MED24_HUMAN
ENSG00000008853	E5RI44	E5RI44_HUMAN
ENSG00000008853	E5RI44	RHBT2_HUMAN
ENSG00000008853	Q9BYZ6	E5RI44_HUMAN
ENSG00000008853	Q9BYZ6	RHBT2_HUMAN
ENSG00000008869	Q9P2D3	HTR5B_HUMAN
ENSG00000008952	Q99442	SEC62_HUMAN
ENSG00000008988	P60866	RS20_HUMAN
ENSG00000009307	O75534	CSDE1_HUMAN
ENSG00000009335	Q15386	UBE3C_HUMAN
ENSG00000009844	Q9NP79	VTA1_HUMAN
ENSG00000009844	Q9NP79	A0A087WY55_HUMAN
ENSG00000009844	A0A087WY55	VTA1_HUMAN
ENSG00000009844	A0A087WY55	A0A087WY55_HUMAN
ENSG00000009954	Q9UIG0	BAZ1B_HUMAN
ENSG00000010017	Q96S59	RANB9_HUMAN
ENSG00000010165	Q8N6R0	EFNMT_HUMAN
ENSG00000010244	O43670	ZN207_HUMAN
ENSG00000010244	O43670	X6R4W8_HUMAN
ENSG00000010244	O43670	J3QRS9_HUMAN
ENSG00000010244	X6R4W8	ZN207_HUMAN
ENSG00000010244	X6R4W8	X6R4W8_HUMAN
ENSG00000010244	X6R4W8	J3QRS9_HUMAN
ENSG00000010244	J3QRS9	ZN207_HUMAN
ENSG00000010244	J3QRS9	X6R4W8_HUMAN
ENSG00000010244	J3QRS9	J3QRS9_HUMAN
ENSG00000010256	P31930	QCR1_HUMAN
ENSG00000010270	O95772	STR3N_HUMAN
ENSG00000010270	O95772	C9JPX5_HUMAN
ENSG00000010270	O95772	C9JKL2_HUMAN
ENSG00000010270	C9JPX5	STR3N_HUMAN
ENSG00000010270	C9JPX5	C9JPX5_HUMAN
ENSG00000010270	C9JPX5	C9JKL2_HUMAN
ENSG00000010270	C9JKL2	STR3N_HUMAN
ENSG00000010270	C9JKL2	C9JPX5_HUMAN
ENSG00000010270	C9JKL2	C9JKL2_HUMAN
ENSG00000010278	A0A087WU13	A0A087WU13_HUMAN
ENSG00000010278	A0A087WU13	G8JLH6_HUMAN
ENSG00000010278	A0A087WU13	A0A2R8Y478_HUMAN
ENSG00000010278	A0A087WU13	F5GXT1_HUMAN
ENSG00000010278	A0A087WU13	CD9_HUMAN
ENSG00000010278	A0A087WU13	A6NNI4_HUMAN
ENSG00000010278	A0A087WU13	A0A7I2V3T7_HUMAN
ENSG00000010278	G8JLH6	A0A087WU13_HUMAN
ENSG00000010278	G8JLH6	G8JLH6_HUMAN
ENSG00000010278	G8JLH6	A0A2R8Y478_HUMAN
ENSG00000010278	G8JLH6	F5GXT1_HUMAN
ENSG00000010278	G8JLH6	CD9_HUMAN
ENSG00000010278	G8JLH6	A6NNI4_HUMAN
ENSG00000010278	G8JLH6	A0A7I2V3T7_HUMAN
ENSG00000010278	A0A2R8Y478	A0A087WU13_HUMAN
ENSG00000010278	A0A2R8Y478	G8JLH6_HUMAN
ENSG00000010278	A0A2R8Y478	A0A2R8Y478_HUMAN
ENSG00000010278	A0A2R8Y478	F5GXT1_HUMAN
ENSG00000010278	A0A2R8Y478	CD9_HUMAN
ENSG00000010278	A0A2R8Y478	A6NNI4_HUMAN
ENSG00000010278	A0A2R8Y478	A0A7I2V3T7_HUMAN
ENSG00000010278	F5GXT1	A0A087WU13_HUMAN
ENSG00000010278	F5GXT1	G8JLH6_HUMAN
ENSG00000010278	F5GXT1	A0A2R8Y478_HUMAN
ENSG00000010278	F5GXT1	F5GXT1_HUMAN
ENSG00000010278	F5GXT1	CD9_HUMAN
ENSG00000010278	F5GXT1	A6NNI4_HUMAN
ENSG00000010278	F5GXT1	A0A7I2V3T7_HUMAN
ENSG00000010278	P21926	A0A087WU13_HUMAN
ENSG00000010278	P21926	G8JLH6_HUMAN
ENSG00000010278	P21926	A0A2R8Y478_HUMAN
ENSG00000010278	P21926	F5GXT1_HUMAN
ENSG00000010278	P21926	CD9_HUMAN
ENSG00000010278	P21926	A6NNI4_HUMAN
ENSG00000010278	P21926	A0A7I2V3T7_HUMAN
ENSG00000010278	A6NNI4	A0A087WU13_HUMAN
ENSG00000010278	A6NNI4	G8JLH6_HUMAN
ENSG00000010278	A6NNI4	A0A2R8Y478_HUMAN
ENSG00000010278	A6NNI4	F5GXT1_HUMAN
ENSG00000010278	A6NNI4	CD9_HUMAN
ENSG00000010278	A6NNI4	A6NNI4_HUMAN
ENSG00000010278	A6NNI4	A0A7I2V3T7_HUMAN
ENSG00000010278	A0A7I2V3T7	A0A087WU13_HUMAN
ENSG00000010278	A0A7I2V3T7	G8JLH6_HUMAN
ENSG00000010278	A0A7I2V3T7	A0A2R8Y478_HUMAN
ENSG00000010278	A0A7I2V3T7	F5GXT1_HUMAN
ENSG00000010278	A0A7I2V3T7	CD9_HUMAN
ENSG00000010278	A0A7I2V3T7	A6NNI4_HUMAN
ENSG00000010278	A0A7I2V3T7	A0A7I2V3T7_HUMAN
ENSG00000010292	Q15021	CND1_HUMAN
ENSG00000010322	Q9Y2I1	NISCH_HUMAN
ENSG00000010327	Q9NY15	STAB1_HUMAN
ENSG00000010438	P35030	TRY3_HUMAN
ENSG00000010438	P35030	A0A7P0MNE9_HUMAN
ENSG00000010438	A0A7P0MNE9	TRY3_HUMAN
ENSG00000010438	A0A7P0MNE9	A0A7P0MNE9_HUMAN
ENSG00000010810	P06241	FYN_HUMAN
ENSG00000011007	Q14241	ELOA1_HUMAN
ENSG00000011009	O95372	LYPA2_HUMAN
ENSG00000011021	P51797	CLCN6_HUMAN
ENSG00000011028	Q9UBG0	MRC2_HUMAN
ENSG00000011052	Q32Q12	Q32Q12_HUMAN
ENSG00000011105	B5MD23	B5MD23_HUMAN
ENSG00000011105	B5MD23	TSN9_HUMAN
ENSG00000011105	B5MD23	A0A3B3IST1_HUMAN
ENSG00000011105	O75954	B5MD23_HUMAN
ENSG00000011105	O75954	TSN9_HUMAN
ENSG00000011105	O75954	A0A3B3IST1_HUMAN
ENSG00000011105	A0A3B3IST1	B5MD23_HUMAN
ENSG00000011105	A0A3B3IST1	TSN9_HUMAN
ENSG00000011105	A0A3B3IST1	A0A3B3IST1_HUMAN
ENSG00000011243	A0A7P0TAE3	A0A7P0TAE3_HUMAN
ENSG00000011243	A0A7P0TAE3	AKP8L_HUMAN
ENSG00000011243	Q9ULX6	A0A7P0TAE3_HUMAN
ENSG00000011243	Q9ULX6	AKP8L_HUMAN
ENSG00000011260	Q9Y5J1	UTP18_HUMAN
ENSG00000011295	Q6DKK2	TTC19_HUMAN
ENSG00000011304	P26599	PTBP1_HUMAN
ENSG00000011304	P26599	K7EK45_HUMAN
ENSG00000011304	K7EK45	PTBP1_HUMAN
ENSG00000011304	K7EK45	K7EK45_HUMAN
ENSG00000011405	O00443	P3C2A_HUMAN
ENSG00000011422	Q03405	UPAR_HUMAN
ENSG00000011422	Q03405	M0R1I2_HUMAN
ENSG00000011422	M0R1I2	UPAR_HUMAN
ENSG00000011422	M0R1I2	M0R1I2_HUMAN
ENSG00000011454	Q9Y3P9	RBGP1_HUMAN
ENSG00000011478	Q9NXS2	QPCTL_HUMAN
ENSG00000011478	Q9NXS2	A0A7I2V5X1_HUMAN
ENSG00000011478	A0A7I2V5X1	QPCTL_HUMAN
ENSG00000011478	A0A7I2V5X1	A0A7I2V5X1_HUMAN
ENSG00000011485	H0YDU8	H0YDU8_HUMAN
ENSG00000011485	H0YDU8	PPP5_HUMAN
ENSG00000011485	P53041	H0YDU8_HUMAN
ENSG00000011485	P53041	PPP5_HUMAN
ENSG00000011638	I3L288	I3L288_HUMAN
ENSG00000011638	I3L288	I3NI21_HUMAN
ENSG00000011638	I3L288	I3NI23_HUMAN
ENSG00000011638	I3L288	LDAF1_HUMAN
ENSG00000011638	I3NI21	I3L288_HUMAN
ENSG00000011638	I3NI21	I3NI21_HUMAN
ENSG00000011638	I3NI21	I3NI23_HUMAN
ENSG00000011638	I3NI21	LDAF1_HUMAN
ENSG00000011638	I3NI23	I3L288_HUMAN
ENSG00000011638	I3NI23	I3NI21_HUMAN
ENSG00000011638	I3NI23	I3NI23_HUMAN
ENSG00000011638	I3NI23	LDAF1_HUMAN
ENSG00000011638	Q96B96	I3L288_HUMAN
ENSG00000011638	Q96B96	I3NI21_HUMAN
ENSG00000011638	Q96B96	I3NI23_HUMAN
ENSG00000011638	Q96B96	LDAF1_HUMAN
ENSG00000012223	E7EQB2	E7EQB2_HUMAN
ENSG00000012223	E7EQB2	E7ER44_HUMAN
ENSG00000012223	E7EQB2	TRFL_HUMAN
ENSG00000012223	E7ER44	E7EQB2_HUMAN
ENSG00000012223	E7ER44	E7ER44_HUMAN
ENSG00000012223	E7ER44	TRFL_HUMAN
ENSG00000012223	P02788	E7EQB2_HUMAN
ENSG00000012223	P02788	E7ER44_HUMAN
ENSG00000012223	P02788	TRFL_HUMAN
ENSG00000012822	Q9P1Z2	CACO1_HUMAN
ENSG00000012983	A0A804HIS2	M4K5_HUMAN
ENSG00000012983	Q9Y4K4	M4K5_HUMAN
ENSG00000013275	P43686	PRS6B_HUMAN
ENSG00000013288	H0YA68	H0YA68_HUMAN
ENSG00000013288	H0YA68	MA2B2_HUMAN
ENSG00000013288	H0YA68	E9PCD7_HUMAN
ENSG00000013288	Q9Y2E5	H0YA68_HUMAN
ENSG00000013288	Q9Y2E5	MA2B2_HUMAN
ENSG00000013288	Q9Y2E5	E9PCD7_HUMAN
ENSG00000013288	E9PCD7	H0YA68_HUMAN
ENSG00000013288	E9PCD7	MA2B2_HUMAN
ENSG00000013288	E9PCD7	E9PCD7_HUMAN
ENSG00000013297	O75508	CLD11_HUMAN
ENSG00000013364	Q14764	MVP_HUMAN
ENSG00000013374	H3BM14	H3BM14_HUMAN
ENSG00000013374	H3BM14	H3BM74_HUMAN
ENSG00000013374	H3BM74	H3BM14_HUMAN
ENSG00000013374	H3BM74	H3BM74_HUMAN
ENSG00000013374	Q9Y5A7	NUB1_HUMAN
ENSG00000013375	O95394	AGM1_HUMAN
ENSG00000013561	Q9UBS8	RNF14_HUMAN
ENSG00000013563	P49184	DNSL1_HUMAN
ENSG00000013583	Q9NRV9	HEBP1_HUMAN
ENSG00000014123	O94874	UFL1_HUMAN
ENSG00000014216	P07384	CAN1_HUMAN
ENSG00000014641	P40925	MDHC_HUMAN
ENSG00000014641	P40925	A0A5K1VW95_HUMAN
ENSG00000014641	A0A5K1VW95	MDHC_HUMAN
ENSG00000014641	A0A5K1VW95	A0A5K1VW95_HUMAN
ENSG00000014824	Q6PML9	ZNT9_HUMAN
ENSG00000015475	P55957	BID_HUMAN
ENSG00000015479	D6RIA2	D6RIA2_HUMAN
ENSG00000015676	Q8IVD9	NUDC3_HUMAN
ENSG00000016864	Q68CQ7	GL8D1_HUMAN
ENSG00000017260	P98194	AT2C1_HUMAN
ENSG00000017260	P98194	B4E2Q0_HUMAN
ENSG00000017260	B4E2Q0	AT2C1_HUMAN
ENSG00000017260	B4E2Q0	B4E2Q0_HUMAN
ENSG00000018408	Q9GZV5	WWTR1_HUMAN
ENSG00000018510	O00116	ADAS_HUMAN
ENSG00000018610	Q9H5V9	STEEP_HUMAN
ENSG00000018625	B1AKY9	B1AKY9_HUMAN
ENSG00000018625	B1AKY9	AT1A2_HUMAN
ENSG00000018625	P50993	B1AKY9_HUMAN
ENSG00000018625	P50993	AT1A2_HUMAN
ENSG00000018699	Q6P3X3	TTC27_HUMAN
ENSG00000019144	Q86UU1	PHLB1_HUMAN
ENSG00000020129	Q9UBB6	NCDN_HUMAN
ENSG00000020426	P51948	MAT1_HUMAN
ENSG00000020922	P49959	MRE11_HUMAN
ENSG00000021355	P30740	ILEU_HUMAN
ENSG00000021645	A0A0U1RRJ0	A0A0U1RRJ0_HUMAN
ENSG00000021776	O60306	AQR_HUMAN
ENSG00000022267	Q5JXI8	Q5JXI8_HUMAN
ENSG00000022267	Q5JXI8	Q5JXI2_HUMAN
ENSG00000022267	Q5JXI2	Q5JXI8_HUMAN
